 id ; data_inversa ; dia_semana ; horario ; uf ; br ; km ; municipio ; causa_acidente ; tipo_acidente ; classificacao_acidente ; fase_dia ; sentido_via ; condicao_metereologica ; tipo_pista ; tracado_via ; uso_solo ; pessoas ; mortos ; feridos_leves ; feridos_graves ; ilesos ; ignorados ; feridos ; veiculos ; latitude ; longitude ; regional ; delegacia ; uop 
498308;2023-01-09; segunda-feira ; 19:30:00 ; PR ;277;359,5; GUARAPUAVA ; Ultrapassagem Indevida ; Saída de leito carroçável ; Sem Vítimas ; Anoitecer ; Decrescente ; Céu Claro ; Simples ; Não Informado ; Não ;4;0;0;0;4;0;0;1;-25,40880193;-51,55549308; SPRF-PR ; DEL08-PR ; UOP01-DEL08-PR 
498309;2023-01-09; segunda-feira ; 18:30:00 ; RO ;435;129; CEREJEIRAS ; Ausência de reação do condutor ; Colisão traseira ; Com Vítimas Feridas ; Anoitecer ; Decrescente ; Nublado ; Simples ; Reta ; Não ;2;0;1;0;1;0;1;2;-13,18920493;-60,89910507; SPRF-RO ; DEL04-RO ; UOP02-DEL04-RO 
498310;2023-01-09; segunda-feira ; 21:10:00 ; PR ;116;115; CURITIBA ; Reação tardia ou ineficiente do condutor ; Colisão com objeto ; Sem Vítimas ; Plena Noite ; Decrescente ; Céu Claro ; Simples ; Não Informado ; Sim ;1;0;0;0;0;1;0;1;-25,54560688;-49,30331469; SPRF-PR ; DEL01-PR ; UOP07-DEL01-PR 
498311;2023-01-09; segunda-feira ; 21:30:00 ; BA ;101;293; VALENCA ; Objeto estático sobre o leito carroçável ; Colisão com objeto ; Sem Vítimas ; Plena Noite ; Crescente ; Céu Claro ; Simples ; Reta ; Não ;1;0;0;0;1;0;0;1;-13,20709276;-39,32287395; SPRF-BA ; DEL01-BA ; UOP02-DEL01-BA 
498313;2023-01-09; segunda-feira ; 21:40:00 ; SP ;116;512; CAJATI ; Velocidade Incompatível ; Colisão com objeto ; Com Vítimas Feridas ; Plena Noite ; Decrescente ; Garoa/Chuvisco ; Dupla ; Não Informado ; Não ;1;0;1;0;0;0;1;1;-24,83332404;-48,21504593; SPRF-SP ; DEL05-SP ; UOP02-DEL05-SP 
498314;2023-01-09; segunda-feira ; 23:15:00 ; AL ;423;95; DELMIRO GOUVEIA ; Ausência de reação do condutor ; Colisão traseira ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Céu Claro ; Simples ; Reta ; Sim ;4;0;1;1;2;0;2;2;-9,37554737;-38,11448387; SPRF-BA ; DEL07-BA ; UOP01-DEL07-BA 
498315;2023-01-09; segunda-feira ; 23:50:00 ; RS ;285;96,8; VACARIA ; Pedestre andava na pista ; Atropelamento de Pedestre ; Com Vítimas Fatais ; Plena Noite ; Crescente ; Céu Claro ; Simples ; Reta ; Não ;3;1;0;0;0;2;0;1;-28,597429;-50,742641; SPRF-RS ; DEL05-RS ; UOP03-DEL05-RS 
498316;2023-01-10; terça-feira ; 00:10:00 ; PE ;232;144; SAO CAITANO ; Animais na Pista ; Atropelamento de Animal ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Céu Claro ; Dupla ; Reta ; Não ;2;0;2;0;0;0;2;1;-8,32522249;-36,11250878; SPRF-PE ; DEL03-PE ; UOP02-DEL03-PE 
498317;2023-01-09; segunda-feira ; 22:15:00 ; RJ ;101;402; ITAGUAI ; Ausência de reação do condutor ; Saída de leito carroçável ; Com Vítimas Feridas ; Plena Noite ; Decrescente ; Chuva ; Dupla ; Reta ; Não ;1;0;1;0;0;0;1;1;-22,85437433;-43,78440169; SPRF-RJ ; DEL01-RJ ; UOP04-DEL01-RJ 
498318;2023-01-09; segunda-feira ; 23:50:00 ; RJ ;101;67; CAMPOS DOS GOYTACAZES ; Condutor deixou de manter distância do veículo da frente ; Colisão traseira ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Céu Claro ; Simples ; Reta ; Não ;2;0;0;1;1;0;1;2;-21,76751094;-41,34876249; SPRF-RJ ; DEL08-RJ ; UOP02-DEL08-RJ 
498320;2023-01-10; terça-feira ; 00:36:00 ; GO ;80;49; PADRE BERNARDO ; Animais na Pista ; Atropelamento de Animal ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Céu Claro ; Simples ; Reta ; Não ;2;0;1;0;1;0;1;1;-15,160354;-48,311521; SPRF-DF ; DEL01-DF ; UOP03-DEL01-DF 
498321;2023-01-09; segunda-feira ; 23:30:00 ; MG ;40;145; JOAO PINHEIRO ; Ausência de reação do condutor ; Saída de leito carroçável ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Nublado ; Simples ; Não Informado ; Não ;1;0;0;1;0;0;1;1;-17,75566262;-46,16329585; SPRF-MG ; DEL14-MG ; UOP01-DEL14-MG 
498322;2023-01-10; terça-feira ; 01:50:00 ; PR ;369;145; LONDRINA ; Condutor Dormindo ; Colisão traseira ; Com Vítimas Feridas ; Plena Noite ; Decrescente ; Nublado ; Dupla ; Desvio Temporário ; Não ;2;0;1;0;1;0;1;2;-23,293319;-51,116502; SPRF-PR ; DEL07-PR ; UOP01-DEL07-PR 
498325;2023-01-09; segunda-feira ; 23:00:00 ; MG ;146;477,9; BANDEIRA DO SUL ; Ingestão de álcool pelo condutor ; Colisão lateral sentido oposto ; Sem Vítimas ; Plena Noite ; Crescente ; Chuva ; Simples ; Interseção de vias ; Não ;2;0;0;0;2;0;0;2;-21,745141;-46,40391; SPRF-MG ; DEL09-MG ; UOP01-DEL09-MG 
498326;2023-01-10; terça-feira ; 02:30:00 ; RJ ;101;124; CONCEICAO DE MACABU ; Reação tardia ou ineficiente do condutor ; Colisão lateral mesmo sentido ; Com Vítimas Feridas ; Plena Noite ; Decrescente ; Chuva ; Dupla ; Reta ; Não ;2;0;1;0;0;1;1;2;-22,05826818;-41,68411491; SPRF-RJ ; DEL08-RJ ; UOP04-DEL08-RJ 
498328;2023-01-10; terça-feira ; 04:30:00 ; SC ;282;2,5; FLORIANOPOLIS ; Condutor Dormindo ; Queda de ocupante de veículo ; Com Vítimas Feridas ; Plena Noite ; Crescente ; Céu Claro ; Múltipla ; Reta ; Sim ;1;0;1;0;0;0;1;1;-27,603289;-48,590416; SPRF-SC ; DEL01-SC ; UOP01-DEL01-SC 
498331;2023-01-09; segunda-feira ; 18:40:00 ; MG ;365;482; PATROCINIO ; Afundamento ou ondulação no pavimento ; Saída de leito carroçável ; Com Vítimas Feridas ; Plena Noite ; Decrescente ; Garoa/Chuvisco ; Simples ; Reta ; Não ;1;0;1;0;0;0;1;1;-18,89295199;-47,08731001; SPRF-MG ; DEL10-MG ; UOP01-DEL10-MG 
498332;2023-01-10; terça-feira ; 06:00:00 ; MG ;381;942,5; EXTREMA ; Ausência de reação do condutor ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Chuva ; Dupla ; Curva ; Não ;6;0;1;0;5;0;1;2;-22,86605937;-46,34940386; SPRF-MG ; DEL16-MG ; UOP03-DEL16-MG 
498333;2023-01-10; terça-feira ; 06:00:00 ; SC ;101;135; BALNEARIO CAMBORIU ; Acessar a via sem observar a presença dos outros veículos ; Colisão transversal ; Com Vítimas Feridas ; Amanhecer ; Crescente ; Céu Claro ; Simples ; Reta ; Não ;2;0;0;1;1;0;1;2;-27,0050108;-48,62677494; SPRF-SC ; DEL04-SC ; UOP03-DEL04-SC 
498334;2023-01-10; terça-feira ; 00:50:00 ; BA ;116;460; SANTO ESTEVAO ; Demais falhas mecânicas ou elétricas ; Incêndio ; Sem Vítimas ; Plena Noite ; Decrescente ; Céu Claro ; Dupla ; Reta ; Sim ;1;0;0;0;1;0;0;1;-12,42571818;-39,20648189; SPRF-BA ; DEL02-BA ; UOP01-DEL02-BA 
498336;2023-01-10; terça-feira ; 07:00:00 ; MG ;40;768,2; JUIZ DE FORA ; Avarias e/ou desgaste excessivo no pneu ; Queda de ocupante de veículo ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Garoa/Chuvisco ; Simples ; Reta ; Não ;2;0;2;0;0;0;2;1;-21,58240015;-43,46596328; SPRF-MG ; DEL05-MG ; UOP01-DEL05-MG 
498337;2023-01-10; terça-feira ; 06:30:00 ; SC ;101;357,2; SANGAO ; Ausência de reação do condutor ; Saída de leito carroçável ; Sem Vítimas ; Amanhecer ; Decrescente ; Céu Claro ; Simples ; Interseção de vias ; Sim ;1;0;0;0;0;1;0;1;-28,635168;-49,09467; SPRF-SC ; DEL02-SC ; UOP01-DEL02-SC 
498338;2023-01-10; terça-feira ; 06:33:00 ; SP ;116;110; TAUBATE ; Ausência de reação do condutor ; Tombamento ; Com Vítimas Feridas ; Amanhecer ; Crescente ; Nublado ; Dupla ; Reta ; Sim ;1;0;1;0;0;0;1;1;-23,03412614;-45,5526999; SPRF-SP ; DEL02-SP ; UOP02-DEL02-SP 
498341;2023-01-10; terça-feira ; 07:40:00 ; MG ;381;495,9; BETIM ; Manobra de mudança de faixa ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Nublado ; Dupla ; Reta ; Sim ;2;0;1;0;1;0;1;2;-19,97506;-44,192899; SPRF-MG ; DEL01-MG ; UOP03-DEL01-MG 
498342;2023-01-10; terça-feira ; 07:30:00 ; RS ;116;245; SAO LEOPOLDO ; Trafegar com motocicleta (ou similar) entre as faixas ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Dupla ; Reta ; Sim ;2;0;1;0;1;0;1;2;-29,74980902;-51,15125361; SPRF-RS ; DEL01-RS ; UOP02-DEL01-RS 
498344;2023-01-10; terça-feira ; 07:20:00 ; RO ;364;709; PORTO VELHO ; Condutor deixou de manter distância do veículo da frente ; Colisão traseira ; Sem Vítimas ; Pleno dia ; Decrescente ; Céu Claro ; Dupla ; Reta ; Sim ;2;0;0;0;2;0;0;2;-8,7909383;-63,84895617; SPRF-RO ; DEL01-RO ; UOP01-DEL01-RO 
498349;2023-01-10; terça-feira ; 09:00:00 ; MG ;364;3; PLANURA ; Reação tardia ou ineficiente do condutor ; Saída de leito carroçável ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Nublado ; Simples ; Rotatória ; Sim ;1;0;1;0;0;0;1;1;-20,135854;-48,70136; SPRF-MG ; DEL13-MG ; UOP02-DEL13-MG 
498351;2023-01-10; terça-feira ; 09:30:00 ; BA ;101;187; SAO GONCALO DOS CAMPOS ; Transitar na contramão ; Colisão frontal ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Simples ; Reta ; Não ;4;0;2;0;2;0;2;2;-12,47979091;-38,94498825; SPRF-BA ; DEL01-BA ; UOP03-DEL01-BA 
498352;2023-01-10; terça-feira ; 09:50:00 ; MG ;116;526,7; CARATINGA ; Demais falhas na via ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Nublado ; Simples ; Não Informado ; Sim ;2;0;0;1;1;0;1;2;-19,77654011;-42,13327989; SPRF-MG ; DEL06-MG ; UOP02-DEL06-MG 
498353;2023-01-10; terça-feira ; 07:40:00 ; TO ;226;70; WANDERLANDIA ; Acessar a via sem observar a presença dos outros veículos ; Colisão transversal ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Simples ; Interseção de vias ; Não ;4;0;1;0;3;0;1;3;-6,847741;-47,961678; SPRF-TO ; DEL02-TO ; UOP03-DEL02-TO 
498354;2023-01-06; sexta-feira ; 17:11:00 ; MT ;163;831; SINOP ; Acessar a via sem observar a presença dos outros veículos ; Colisão transversal ; Com Vítimas Feridas ; Anoitecer ; Decrescente ; Ignorado ; Simples ; Rotatória ; Sim ;2;0;0;1;1;0;1;2;-12,022768;-55,51723; SPRF-MT ; DEL06-MT ; UOP02-DEL06-MT 
498355;2023-01-10; terça-feira ; 09:30:00 ; RS ;116;238; NOVO HAMBURGO ; Acessar a via sem observar a presença dos outros veículos ; Colisão lateral mesmo sentido ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Dupla ; Reta ; Sim ;2;0;1;0;1;0;1;2;-29,68739789;-51,14197352; SPRF-RS ; DEL01-RS ; UOP02-DEL01-RS 
498358;2023-01-10; terça-feira ; 07:40:00 ; SC ;116;72,2; MONTE CASTELO ; Ausência de reação do condutor ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Simples ; Reta ; Não ;3;0;1;0;2;0;1;2;-26,48707;-50,23276105; SPRF-SC ; DEL06-SC ; UOP02-DEL06-SC 
498359;2023-01-10; terça-feira ; 10:00:00 ; MT ;158;2,2; BARRA DO GARCAS ; Conversão proibida ; Colisão transversal ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Simples ; Não Informado ; Sim ;4;0;1;0;3;0;1;2;-15,88553922;-52,27092147; SPRF-MT ; DEL07-MT ; UOP02-DEL07-MT 
498362;2023-01-10; terça-feira ; 10:00:00 ; PB ;412;29,6; BOA VISTA ; Reação tardia ou ineficiente do condutor ; Saída de leito carroçável ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Simples ; Reta ; Não ;2;0;1;0;1;0;1;1;-7,295269;-36,31274; SPRF-PB ; DEL02-PB ; UOP02-DEL02-PB 
498363;2023-01-10; terça-feira ; 11:00:00 ; PR ;469;19,9; FOZ DO IGUACU ; Desrespeitar a preferência no cruzamento ; Colisão transversal ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Vento ; Simples ; Não Informado ; Não ;2;0;1;0;1;0;1;2;-25,6015;-54,5021; SPRF-PR ; DEL05-PR ; UOP04-DEL05-PR 
498364;2023-01-10; terça-feira ; 11:30:00 ; ES ;101;363; ANCHIETA ; Transitar na contramão ; Colisão frontal ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Chuva ; Simples ; Curva ; Não ;11;0;5;1;5;0;6;3;-20,72058178;-40,73858925; SPRF-ES ; DEL03-ES ; UOP01-DEL03-ES 
498365;2023-01-10; terça-feira ; 11:00:00 ; PA ;230;125; MARABA ; Acessar a via sem observar a presença dos outros veículos ; Colisão transversal ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Nublado ; Simples ; Não Informado ; Sim ;2;0;0;1;1;0;1;2;-5,37652185;-49,14349399; SPRF-PA ; DEL03-PA ; UOP01-DEL03-PA 
498366;2023-01-10; terça-feira ; 11:25:00 ; RS ;158;324; SANTA MARIA ; Reação tardia ou ineficiente do condutor ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Chuva ; Dupla ; Não Informado ; Sim ;2;0;1;0;1;0;1;2;-29,70323195;-53,79461467; SPRF-RS ; DEL09-RS ; UOP01-DEL09-RS 
498368;2023-01-10; terça-feira ; 11:40:00 ; BA ;116;11; VITORIA DA CONQUISTA ; Velocidade Incompatível ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Simples ; Interseção de vias ; Sim ;2;0;1;0;1;0;1;2;-14,87315894;-40,87139737; SPRF-PE ; DEL05-PE ; UOP03-DEL05-PE 
498370;2023-01-10; terça-feira ; 09:00:00 ; PI ;135;306; CRISTINO CASTRO ; Reação tardia ou ineficiente do condutor ; Saída de leito carroçável ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Simples ; Não Informado ; Não ;3;0;1;0;2;0;1;1;-8,74902387;-44,15237111; SPRF-PI ; DEL03-PI ; UOP02-DEL03-PI 
498372;2023-01-10; terça-feira ; 12:14:00 ; MS ;163;681; RIO VERDE DE MATO GROSSO ; Acessar a via sem observar a presença dos outros veículos ; Colisão transversal ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Simples ; Reta ; Sim ;3;0;1;0;2;0;1;2;-18,91333046;-54,83934045; SPRF-MS ; DEL06-MS ; UOP02-DEL06-MS 
498373;2023-01-10; terça-feira ; 12:30:00 ; DF ;20;18,8; BRASILIA ; Desrespeitar a preferência no cruzamento ; Colisão transversal ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Sol ; Dupla ; Não Informado ; Sim ;3;0;1;0;1;1;1;2;-15,616901;-47,708927; SPRF-DF ; DEL02-DF ; UOP01-DEL02-DF 
498375;2023-01-10; terça-feira ; 11:40:00 ; SC ;163;68,4; SAO MIGUEL DO OESTE ; Reação tardia ou ineficiente do condutor ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Nublado ; Dupla ; Reta ; Sim ;2;0;1;0;1;0;1;2;-26,74674093;-53,50080013; SPRF-SC ; DEL07-SC ; UOP03-DEL07-SC 
498376;2023-01-10; terça-feira ; 13:15:00 ; ES ;101;274,8; SERRA ; Avarias e/ou desgaste excessivo no pneu ; Queda de ocupante de veículo ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Dupla ; Reta ; Não ;2;0;1;1;0;0;2;1;-20,21288515;-40,29612219; SPRF-ES ; DEL02-ES ; UOP01-DEL02-ES 
498377;2023-01-10; terça-feira ; 11:15:00 ; SC ;101;135,4; BALNEARIO CAMBORIU ; Ingestão de álcool pelo condutor ; Colisão com objeto ; Sem Vítimas ; Pleno dia ; Decrescente ; Sol ; Simples ; Curva ; Não ;1;0;0;0;1;0;0;1;-27,0050108;-48,62677494; SPRF-SC ; DEL04-SC ; UOP03-DEL04-SC 
498379;2023-01-10; terça-feira ; 12:10:00 ; RS ;158;344; SANTA MARIA ; Condutor deixou de manter distância do veículo da frente ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Nublado ; Simples ; Reta ; Não ;7;0;1;0;6;0;1;2;-29,74670765;-53,96020419; SPRF-RS ; DEL09-RS ; UOP01-DEL09-RS 
498380;2023-01-10; terça-feira ; 11:30:00 ; PE ;428;156; PETROLINA ; Avarias e/ou desgaste excessivo no pneu ; Capotamento ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Simples ; Reta ; Não ;5;0;5;0;0;0;5;1;-9,11632505;-40,33873691; SPRF-PE ; DEL06-PE ; UOP01-DEL06-PE 
498381;2023-01-10; terça-feira ; 13:25:00 ; MG ;381;478; CONTAGEM ; Afundamento ou ondulação no pavimento ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Múltipla ; Não Informado ; Sim ;2;0;1;0;1;0;1;2;-19,95826094;-44,05921101; SPRF-MG ; DEL01-MG ; UOP03-DEL01-MG 
498382;2023-01-10; terça-feira ; 14:00:00 ; ES ;101;259,2; SERRA ; Demais falhas na via ; Queda de ocupante de veículo ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Simples ; Curva ; Não ;2;0;2;0;0;0;2;1;-20,138397;-40,292213; SPRF-ES ; DEL02-ES ; UOP01-DEL02-ES 
498383;2023-01-10; terça-feira ; 10:45:00 ; PA ;230;121; MARABA ; Acessar a via sem observar a presença dos outros veículos ; Colisão transversal ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Múltipla ; Não Informado ; Sim ;2;0;0;1;1;0;1;2;-5,36244079;-49,12404656; SPRF-PA ; DEL03-PA ; UOP01-DEL03-PA 
498385;2023-01-10; terça-feira ; 14:00:00 ; MG ;381;777,5; CAMPANHA ; Avarias e/ou desgaste excessivo no pneu ; Tombamento ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Dupla ; Reta ; Não ;1;0;1;0;0;0;1;1;-21,80084241;-45,46889546; SPRF-MG ; DEL16-MG ; UOP02-DEL16-MG 
498386;2023-01-10; terça-feira ; 12:55:00 ; SC ;101;296,2; IMBITUBA ; Carga excessiva e/ou mal acondicionada ; Colisão com objeto ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Dupla ; Reta ; Não ;3;0;1;0;2;0;1;2;-28,33093038;-48,73242259; SPRF-SC ; DEL02-SC ; UOP03-DEL02-SC 
498389;2023-01-10; terça-feira ; 14:48:00 ; SP ;116;229; SAO PAULO ; Reação tardia ou ineficiente do condutor ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Nublado ; Múltipla ; Interseção de vias ; Sim ;2;0;1;0;1;0;1;2;-23,51291902;-46,57604698; SPRF-SP ; DEL01-SP ; UOP01-DEL01-SP 
498391;2023-01-10; terça-feira ; 11:00:00 ; BA ;242;687; CRISTOPOLIS ; Acumulo de água sobre o pavimento ; Saída de leito carroçável ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Chuva ; Simples ; Reta ; Não ;5;0;0;1;4;0;1;1;-12,22284047;-44,10118103; SPRF-BA ; DEL10-BA ; UOP02-DEL10-BA 
498392;2023-01-10; terça-feira ; 14:00:00 ; PR ;163;259; TOLEDO ; Condutor Dormindo ; Saída de leito carroçável ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Sol ; Dupla ; Reta ; Não ;3;0;3;0;0;0;3;1;-24,66605672;-53,81069279; SPRF-PR ; DEL06-PR ; UOP02-DEL06-PR 
498393;2023-01-10; terça-feira ; 10:30:00 ; AL ;316;187,5; TANQUE DARCA ; Transitar na contramão ; Colisão frontal ; Sem Vítimas ; Pleno dia ; Decrescente ; Céu Claro ; Simples ; Não Informado ; Não ;2;0;0;0;2;0;0;2;-9,58436728;-36,4352001; SPRF-AL ; DEL03-AL ; UOP01-DEL03-AL 
498397;2023-01-10; terça-feira ; 15:20:00 ; BA ;324;536; FEIRA DE SANTANA ; Manobra de mudança de faixa ; Tombamento ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Dupla ; Reta ; Não ;1;0;1;0;0;0;1;1;-12,363585;-38,820976; SPRF-BA ; DEL01-BA ; UOP03-DEL01-BA 
498398;2023-01-10; terça-feira ; 11:00:00 ; BA ;116;882; VITORIA DA CONQUISTA ; Chuva ; Saída de leito carroçável ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Chuva ; Simples ; Não Informado ; Não ;3;0;2;0;1;0;2;1;-15,22398993;-41,09579712; SPRF-BA ; DEL08-BA ; UOP03-DEL08-BA 
498399;2023-01-10; terça-feira ; 16:15:00 ; SC ;101;137,1; BALNEARIO CAMBORIU ; Reação tardia ou ineficiente do condutor ; Colisão lateral mesmo sentido ; Sem Vítimas ; Pleno dia ; Decrescente ; Céu Claro ; Múltipla ; Não Informado ; Sim ;3;0;0;0;2;1;0;2;-27,01707667;-48,61101508; SPRF-SC ; DEL04-SC ; UOP03-DEL04-SC 
498403;2023-01-10; terça-feira ; 13:50:00 ; SC ;470;33; GASPAR ; Manobra de mudança de faixa ; Colisão lateral mesmo sentido ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Dupla ; Reta ; Não ;2;0;0;1;1;0;1;2;-26,906223;-48,940575; SPRF-SC ; DEL04-SC ; UOP01-DEL04-SC 
498406;2023-01-10; terça-feira ; 17:00:00 ; SP ;116;214; GUARULHOS ; Manobra de mudança de faixa ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Nublado ; Múltipla ; Reta ; Não ;5;0;3;0;1;1;3;2;-23,44333014;-46,44531294; SPRF-SP ; DEL01-SP ; UOP01-DEL01-SP 
498408;2023-01-10; terça-feira ; 15:10:00 ; PB ;104;103,2; SAO SEBASTIAO DE LAGOA DE  ROCA ; Condutor Dormindo ; Colisão com objeto ; Com Vítimas Fatais ; Pleno dia ; Decrescente ; Céu Claro ; Simples ; Reta ; Não ;5;1;2;2;0;0;4;2;-7,070652;-35,854844; SPRF-PB ; DEL02-PB ; UOP04-DEL02-PB 
498409;2023-01-10; terça-feira ; 17:20:00 ; GO ;60;237; INDIARA ; Acumulo de água sobre o pavimento ; Saída de leito carroçável ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Chuva ; Dupla ; Reta ; Não ;1;0;1;0;0;0;1;1;-17,087;-49,8474; SPRF-GO ; DEL01-GO ; UOP02-DEL01-GO 
498411;2023-01-10; terça-feira ; 17:05:00 ; RS ;448;22; PORTO ALEGRE ; Ausência de reação do condutor ; Colisão com objeto ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Céu Claro ; Simples ; Não Informado ; Sim ;1;0;1;0;0;0;1;1;-29,972212;-51,199139; SPRF-RS ; DEL01-RS ; UOP01-DEL01-RS 
498412;2023-01-10; terça-feira ; 15:30:00 ; PR ;277;28; MORRETES ; Trafegar com motocicleta (ou similar) entre as faixas ; Colisão lateral mesmo sentido ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Dupla ; Reta ; Não ;3;0;2;0;1;0;2;2;-25,52874613;-48,73512603; SPRF-PR ; DEL01-PR ; UOP05-DEL01-PR 
498413;2023-01-10; terça-feira ; 17:03:00 ; RN ;101;95; NATAL ; Manobra de mudança de faixa ; Colisão lateral mesmo sentido ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Dupla ; Não Informado ; Sim ;3;0;2;1;0;0;3;2;-5,84076841;-35,21035949; SPRF-RN ; DEL01-RN ; UOP01-DEL01-RN 
498414;2023-01-10; terça-feira ; 15:20:00 ; GO ;153;630,4; MORRINHOS ; Chuva ; Saída de leito carroçável ; Sem Vítimas ; Pleno dia ; Decrescente ; Chuva ; Dupla ; Curva ; Não ;1;0;0;0;1;0;0;1;-17,7942;-49,2016; SPRF-GO ; DEL03-GO ; UOP01-DEL03-GO 
498415;2023-01-10; terça-feira ; 16:00:00 ; RN ;101;139,9; ARES ; Avarias e/ou desgaste excessivo no pneu ; Queda de ocupante de veículo ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Vento ; Dupla ; Reta ; Não ;1;0;1;0;0;0;1;1;-6,19746698;-35,21366323; SPRF-RN ; DEL01-RN ; UOP01-DEL01-RN 
498416;2023-01-10; terça-feira ; 16:00:00 ; RS ;158;418,1; SAO GABRIEL ; Condutor Dormindo ; Colisão lateral sentido oposto ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Simples ; Reta ; Não ;3;0;1;0;2;0;1;3;-30,0355347;-54,58257108; SPRF-RS ; DEL11-RS ; UOP02-DEL11-RS 
498417;2023-01-10; terça-feira ; 16:30:00 ; PA ;222;31; DOM ELISEU ; Acumulo de areia ou detritos sobre o pavimento ; Queda de ocupante de veículo ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Nublado ; Simples ; Não Informado ; Não ;1;0;1;0;0;0;1;1;-4,325198;-47,669346; SPRF-PA ; DEL02-PA ; UOP02-DEL02-PA 
498418;2023-01-10; terça-feira ; 17:55:00 ; SC ;101;212,3; PALHOCA ; Reação tardia ou ineficiente do condutor ; Colisão traseira ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Múltipla ; Reta ; Sim ;2;0;0;1;1;0;1;2;-27,62996929;-48,65903871; SPRF-SC ; DEL01-SC ; UOP02-DEL01-SC 
498419;2023-01-10; terça-feira ; 15:45:00 ; MS ;163;342,1; RIO BRILHANTE ; Chuva ; Tombamento ; Com Vítimas Feridas ; Pleno dia ; Decrescente ; Chuva ; Simples ; Reta ; Não ;1;0;1;0;0;0;1;1;-21,657167;-54,429403; SPRF-MS ; DEL02-MS ; UOP02-DEL02-MS 
498420;2023-01-10; terça-feira ; 17:50:00 ; BA ;410;2; RIBEIRA DO POMBAL ; Curva acentuada ; Saída de leito carroçável ; Com Vítimas Feridas ; Pleno dia ; Crescente ; Céu Claro ; Simples ; Não Informado ; Não ;1;0;0;1;0;0;1;1;-10,82458399;-38,54504201; SPRF-BA ; DEL07-BA ; UOP02-DEL07-BA 
